,title,price,score,sold,store
1760,"Huawei Enjoy планшет 10,1 дюймов Kirin 659 Octa Core 3G RAM, 32 ГБ ROM, Wi-Fi/LTE 5100 мА/ч, 1920X1200 Android 8,0 планшетный ПК с системой андроида","15 343,14",,,MIEGOO Intel NUC Store
1761,Samsung Galaxy Tab A7 Lite 32 Гб (Samsung Турция гарантирована),"35 029,30",,,M-R-G Store
1762,"Lenovo Tab M10 Plus планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором MediaTek P22T, ОЗУ 4 Гб, ПЗУ 10,3 ГБ, 13 МП","20 441,41",,,FineJOB Store
1763,"Планшет HUAWEI MateBook E на Windows 11, 2022 дюйма, 12,6 ГБ, 512 ГБ","92 333,66","4,0",1,Huawei laptop tablet Store
1764,"Lenovo P8 Tab3 8 Plus 8,0 inch Tablet PC Snapdragon 625 Octa Core 2,0 ГГц 3 Гб оперативной памяти, 16 Гб встроенной памяти, размер экрана, двойная камера, GPS, Wi-Fi/LTE версия","69 989,94",,,MIEGOO Intel NUC Store
1765,"Планшет HUAWEI MatePad Pro, 12,6 дюйма, 8 + 256 ГБ, 2560x1600, Kirin 9000E, 10050 мАч","66 381,03",,4,Huawei laptop tablet Store
1766,"Lenovo Yoga Pad Pro планшет с восьмиядерным процессором Snapdragon 870, ОЗУ 8 Гб, ПЗУ 256 ГБ, 13 дюймов, Android 11","47 640,80",,,Xiao-Mi- Store
1767,"HONOR Mediapad V7 Pro планшет, экран 11 дюймов, Восьмиядерный, 8 ГБ ОЗУ 2,5 Гб ПЗУ","30 265,92",,,ShenZhen Mi-Jia Store
1768,Apple iPad Air 2 Wi-fi + Cellular 128гб + чехол,"26 370,00",,,partsokey Store
1769,Нетбук One GX1 7 дюймов 1920*1200 Intel i5-10210Y 4G планшетный ПК 8 ГБ/16 ГБ ОЗУ 256 ГБ/512 Гб ПЗУ Win10 ноутбук WIFI USB Type C,"64 975,75",,,SC Store
1770,"Новый Планшет HUAWEI MatePad Pro 10,8 дюйма с Snapdragon™8-ядерный процессор HarmonyOS 2 IPS 2560x1600, экран 870 дюйма, аккумулятор 7250 мАч","51 563,46",,,RFY-HUAWEI Online Store
1771,Графический планшет-монитор Parblo Coast16 Pro,"41 999,00",,,Parblo Official Store
1772,"Mpad Plus 10,1-дюймовый планшет с 10-ядерным процессором MT6797, ОЗУ 128 ГБ, ПЗУ 10,8 ГБ, 13 МП","17 858,99",,,Nenmone Global Store
1773,"Планшет 10.3"" Lenovo Duet 3 10IGL5 Cel-N4020/4Gb/128Gb/WiFI/Pen/Keyboard/W10Pro/grey 82AT004CRU","38 306,00",,,F5it
1774,Защищённый планшет TOREX 8 PRO,"71 800,00",,1,Shop912260590 Store
1775,"Планшет HUAWEI MatePad 11 wifi 6+64 ГБ |2K Экран| Частота обновления 120 Гц【Ростест, Доставка от 2 дней, Официальная гарантия】","44 990,00","5,0",51,MOLNIA ELECTRONICS
1776,Планшет Apple 10.2-inch iPad Wi-Fi 256GB,"49 900,00","5,0",186,Официальный магазин Tmall - Техника
1777,"Планшет Huawei MatePad Pro 12 Wi-Fi 256GB (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","67 390,00",,,Билайн - официальный магазин
1778,Apple iPad Pro 128Гб,"79 990,00",,,Shop1102181488 Store
1779,Microsoft Office 2019 key Professional Plus 32/64 bit ключ - Лицензия - мгновенная доставка 2022,"395,01",,2,microsoft office key Store
1780,"Lenovo savipad Y700 смартфон с 5,5-дюймовым дисплеем, процессором Snapdragon 8,8, 870 k, 2,5 Гц","40 518,50",,,Xiaomi-Panda-YC Store
1781,"Планшет на Android 2022, восемь ядер, экран 10,1 дюйма, 6 ГБ + 9,0 ГБ","6 239,54",,,delicate tablet store Store
1782,"Планшет Google Play на Android 10,1, восемь ядер, экран 10,0 дюйма, Wi-Fi, Bluetooth, GPS","22 613,97",,,honyuda Store
1783,"Планшет, экран 10,1 дюйма, Android 9,0, 10-дюймовый экран, 10-дюймовый экран, десятиядерный процессор, Поддержка Google Play, 3g, 4g, LTE, телефонные звонки, GPS, ...","22 278,38",,,Bach Melody
1784,Планшет Alldocube X Game (T1023) 8/128Gb,"21 990,00",,,AFITRON Store
1785,Планшет Alldocube Iplay 40 Pro (T1020HP),"21 990,00",,,AFITRON Store
1786,"Android 10 планшет с клавиатурой, экран 10,1 дюйма, Helio P60, 2 в 1","14 495,41",,,Nenmone Official Store
1787,"Офисный планшет nenmon 10,5 дюйма, 4G, сетевой телефон 2 в 1, GPS-планшет с клавиатурой, камера 13 МП, поддержка Word Excel","16 602,82",,,Nenmone Official Store
1788,"2022 обновленный планшет 2 в 1 с 4G сеть с клавиатурой 128 Гб ПЗУ планшет Android 11,6 дюймовый планшет GPS 1920*1080","18 439,09",,,Nenmone Official Store
1789,"2 в 1, планшет с 2-мя слотами для SIM-карт, 13 МП","16 366,02",,,Nenmone Official Store
1790,"HUAWEI MatePad смартфон с 5,5-дюймовым дисплеем, восьмиядерным процессором Kirin 710A, ОЗУ 6 ГБ, ПЗУ 64 Гб/10,4 ГБ, 2022x128, 2000 мАч","26 622,10",,,E-live Store
1791,"Чехол для Huawei Honor 7 AGM3-W09HN 10,1 inch Tablet PC MediaTek MT8786 Восьмиядерный 1920 × 1200 IPS 4 Гб оперативной памяти 128 ГБ Rom 5100 мАч Wi-Fi 6","16 113,10",,,E-live Store
1792,"Планшет Xiaomi 5 Pro Mi Pad 5 Pro, 6 ГБ 128 ГБ/256 ГБ, Snapdragon 870, 8600 мАч, экран 11 дюймов 2,5 K, Google play, Wi-Fi, версия планшета 5 Pro","26 535,22","4,8",167,70mai-Goldway Store
1793,"Huawei honor X7 планшет с 8-дюймовым дисплеем, восьмиядерным процессором MTK8768, ОЗУ 3 ГБ, ПЗУ 32 ГБ, Android 10, 1280x800","12 610,10",,1,E-live Store
1794,"Huawei MatePad телефон, экран 10,4 дюймов, Восьмиядерный, Kirin 820, 4 Гб ОЗУ 128 Гб ПЗУ","30 405,34",,,E-live Store
1795,Оригинальный планшет Windows 10 с клавиатурой 10 дюймов Intel Z8350 4 Гб ОЗУ 128 Гб ПЗУ двойная камера Тонкий студенческий ноутбук,"13 963,66",,,XDrone Tablet Store
1796,"Оригинальные игровые планшеты 1S, ПК, Windows 10, 11, Intel Core I7-1195G7, игровой ноутбук, сенсорный экран 8,4 дюйма, 2,5 K, 16 ГБ ОЗУ, 1 ТБ/2 ТБ SSD","86 096,73",,,XDrone Tablet Store
1797,Tcl Tab 10S 3/32 ГБ,"31 527,00",,,M-R-G Store
1798,Оригинальный Huawei Mediapad T5 8 huawei honor T5 8 дюймов LTE/Wi-Fi 3G/4G 32 ГБ/64 Гб OTG GPS зарядное устройство Восьмиядерный процессор с двойной камерой microSD,"16 743,64",,,MIEGOO Intel NUC Store
1799,"Планшетный ПК Lenovo YOGA TAB 5 X705F/X705M, 10,1 дюйма, Qualcomm 439, Android 9,0, 4 Гб ОЗУ, 64 ГБ ОЗУ, распознавание лица, WiFi / LTE версия","23 764,35",,,MIEGOO Intel NUC Store
1800,TCL Tab 10 4G 3 Ram 64GB LTE,"34 329,40",,,M-R-G Store
1801,"Huawei Honor Pad 7 планшет, экран 10,1 дюймов, 4 Гб 64 ГБ или 4 Гб 128 ГБ, Android 10","23 039,23",,,MIEGOO Intel NUC Store
1802,"Планшет HUAWEI MatePad LTE 4+64 ГБ |2K Экран|7nm Kirin 810 7250 мА*ч 【Ростест, Доставка от 2 дней, Официальная гарантия】MOLNIA","27 990,00","4,9",5,MOLNIA ELECTRONICS
1803,"Планшет HUAWEI MatePad 11 6+64GB wifi 10,95 дюйма|Qualcomm Snapdragon 865【EAC, Доставка от 2 дней, Официальная гарантия】","41 391,00","4,9",60,Smart Life
1804,"Сильный 5G Wi-Fi Планшеты планшетный ПК 10 дюймов Android 8,0 1920*1200 10 Deca Core, размер экрана MTK6797 6 ГБ Оперативная память 128 Гб Встроенная память Тип-C GPS Wi-Fi...","12 038,41",,,Science JNMD Store
1805,"10-дюймовый планшет Android 10,0, десять ядер, 6 ГБ ОЗУ 128 Гб ПЗУ","10 733,19",,,Beesitto Online Store
1806,"Планшет Apple iPad Pro (2021) 11"" Wi-Fi 128 ГБ (MHQR3RU/A, MHQT3RU/A)","89 900,00","4,7",19,Официальный магазин Tmall - Техника
1807,"Планшет Chuwi HiPad Plus 11"" 8/128Gb","20 990,00",,,AFITRON Store
1808,"10 дюймовый планшет Дека ядер 8 ГБ + 128 ГБ Встроенная память 4 аппарат не привязан к оператору сотовой связи 13,0/5.0MP 1920X1200 2,5 K IPS Android 9,0 Pad","16 859,94",,,RUNNINGLION Official Store
1809,Планшет Piranha 8032 2 ГБ 32 ГБ 8 дюймов,"9 107,80",,,M-R-G Store
1810,"Планшет Lenovo Tab P11 TB-J606L 128GB LTE (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","26 990,00",,,Билайн - официальный магазин
1811,"Планшет Lenovo Tab P11 TB-J606F 64GB Wi-Fi (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","24 190,00",,,Билайн - официальный магазин
1812,"Планшет Lenovo Tab P11 TB-J606L 64GB LTE (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","26 490,00",,,Билайн - официальный магазин
1813,"Ультратонкий планшет с 10-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 6 ГБ, ПЗУ 32 ГБ, 2.5D закаленным стеклом, камерой 5 МП, Android 10,0, 10,1 дюйма...","17 652,32",,,BEESITTO Official Store
1814,"Планшет 2.5D на Android 2022, экран 10,1 дюйма, 8 ГБ + 10,0 ГБ","6 165,28",,,Fashion tablet Store
1815,"Новое поступление планшет Android 10 10,1 дюймов Google Play 3G 4G телефонные звонки планшеты Восьмиядерный бренд планшет две SIM-карты GPS WiFi стол","8 786,22","5,0",,AKASO Electronic Store
1816,"Планшет на Android 2022, десять ядер, экран 10,1 дюйма, 6 ГБ + 128 ГБ","6 196,81","5,0",1,delicate tablet store Store
1817,"Планшетный ПК CIGE, 10 дюймов, Android 9,0, 3G WCDMA 1280x800 HD IPS 4 Гб ОЗУ 32 Гб ПЗУ, четырехъядерный GPS FM Bluetooth для детей","6 158,27",,,WKS Store
1818,"Планшет Huawei MatePad T 10s 64GB LTE (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","20 990,00",,,Билайн - официальный магазин
1819,"10,1-дюймовый планшет с восьмиядерным процессором, ОЗУ 2 Гб, ПЗУ 32 ГБ, Android 10,1","8 378,48",,,Smart-Life Store
1820,"Новый дизайн 10,6 дюймов 4G телефон, планшет на OC Android 8,0 для игр 13MP Камера планшет Deca Core, размер экрана MT6797 GPS 1920*1280 HD Miracast","14 026,01",,,Nenmone Global Store
1821,Планшетный компьютер BQ 7098G Cammo Winter,"5 990,00",,,Корпорация Центр Store
1822,"Новый ультратонкий планшет на Android 9,0, 4G, 10,1 дюйма, 6 ГБ + 128 Гб, 2-в-1, планшеты для игр, офиса, обучения, онлайн-класса","6 081,21",,,delicate tablet store Store
1823,"Планшетный ПК 10 "", четырёхъядерный, 2 Гб ОЗУ 64 Гб ПЗУ, ОС Android 2020, 4 ядра, 9,0*1280 IPS 2.5D стеклянный экран + Защитные подарки, 800","13 730,36",,,Walk Tablet Store
1824,"Планшет с 10,1-дюймовым дисплеем, десятиядерным процессором, ОЗУ 6 ГБ, ПЗУ 10,1 ГБ, Android","10 424,23",,,BEESITTO Official Store
1825,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 2 Гб, ПЗУ 32 ГБ, 4G LTE, 2-мя слотами для SIM-карт, Android 10,1","7 422,86",,,"SHENZHEN BDF TOUCH TECHNOLOGY CO.,LTD."
1826,Reeder M10 Blue Max 64 Гб 4G LTE,"17 254,38",,,Shippo Store
1827,"Двойной планшет, 6 ГБ ОЗУ, 128 Гб ПЗУ, 10,8 дюйма, 2 в 1, планшет, ноутбук, Android, 10-ядерный, игровые планшеты, 4G планшет с клавиатурой","18 355,02",,,Nenmone Global Store
1828,"10,1 дюймов планшет M10 Средний компьютер глобальной Bluetooth Wi-Fi смартфон Android 9,0 MTK 8 ядро двойная SIM карта 2.5D планшет CE Band 32G 64G","15 411,80",,,Walk Tablet Store
1829,"2021 распродажа, планшетный ПК с ОЗУ 6 ГБ, 10 дюймов, 3G, 4G, LTE, 1280*800, HD, Android 10.0Q, Восьмиядерный, двойная камера, беспроводная связь для звонков","10 646,32",,,Peakier tablets Store
1830,"Nemone K40SE 10,1-дюймовый Android-планшет 4G LTE 4 ГБ ОЗУ 64 ГБ ПЗУ Восьмиядерные планшеты ПК Планшеты с двумя Wi-Fi OTG Type-C","8 725,97",,,Nenmone Global Store
1831,"Платежный план, товары, лицевая сторона + 16 Гб ПЗУ, 8-дюймовый 1 Гб, Android ОЗУ, экран S7, смарт-планшет с полной разблокировкой 6,0, ПК и ноутбук","3 662,04",,,HIPERDEAL Smarter Life Store
1832,"[Глобальная версия] nenmon K50 глобальная версия Octa core 10,1 ''Android планшет 4G сеть 4 Гб ОЗУ 64 Гб ПЗУ 13 МП + 5 Мп GPS","9 731,33",,,Nenmone Global Store
1833,"Планшет 10 дюймов, 10-дюймовый экран, 10-ядерный процессор MT6762, 6 ГБ ОЗУ 32/64 Гб ПЗУ, 4G LTE 2021/5 МП, Android 8,0, 1920x1200, 9,0 K IPS","9 808,40",,,Peakier tablets Store
1834,"Планшет глобальная версия 10 "", 3 + 32 ГБ, Android 9,0, 1280x800 IPS, камера 5 Мп, 4G FDD LTE, Тип C, GPS, Wi-Fi, Octa Core, 5G","14 851,32",,,Walk Tablet Store
1835,"Планшет Blackview Tab 8, 4 Гб ОЗУ 64 Гб ПЗУ, дисплей 10,1 дюйма, Восьмиядерный процессор, Android 10, аккумулятор 6580 мАч","10 438,24",,,BLACKVIEW Global Store
1836,Графический планшет Parblo Ninos M Dark Night Black,"5 899,00",,,Parblo Official Store
1837,Графический планшет Parblo Ninos M Tender Green,"5 899,00",,,Parblo Official Store
1838,"Планшет Apple 10.9"" iPad Air Wi-Fi 256 ГБ (2020) (MYFT2RU/A, MYFW2RU/A, MYFX2RU/A, MYFY2RU/A, MYG02RU/A)","74 900,00","4,7",6,Официальный магазин Tmall - Техника
1839,"ALLDOCUBE iPlay20S планшет с 10,1-дюймовым дисплеем, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android 11","13 290,00",,,Magdevice Store
1840,Графический планшет-монитор Parblo Coast12 Pro,"27 399,00",,,Parblo Official Store
1841,"Планшетный ПК с 3 антибликовыми свойствами, экран 8 дюймов A802, 4G, процессор MTK6753 Qcta Core, 4 Гб + 64 ГБ, Android 9,0, Win10, BT4.0, 2G/3G/4G, камера 13 МП","22 815,74",,,SC Store
1842,Apple iPad Pro 256Гб,"95 990,00",,,Shop1102181488 Store
1843,"Планшет Apple iPad Pro (2021) 11"" Wi-Fi 256 ГБ (MHQU3RU/A, MHQV3RU/A)","82 713,00","4,5",3,Официальный магазин Tmall - Техника
1844,APPLE MK7T3FD/A Планшетный компьютер,"87 892,67",,,ATbook Store
1845,APPLE MK7V3FD/A Планшетный компьютер,"87 892,67",,,ATbook Store
1846,"Nenmon Pad6 планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором MT6833, ОЗУ 6 ГБ, ПЗУ 10,1 ГБ, 13 МП, Android 11","28 373,60",,,Nenmone Official Store
1847,"10.mpad plus Deca Core 10,8 дюймов 2,5 K FHD экран 2560*1600 2 в 1 планшет Android 4G LTE планшет с клавиатурой","19 350,57",,,Nenmone Official Store
1848,"Глобальная версия Nenmone Pad 5s 4G LTE Tablet Android 10.0 10,1 '' FHD Display Helio P60 2 в 1 планшет с клавиатурой 9 часов жизни","14 495,41",,,Nenmone Official Store
1849,"2022 обновленный планшет 2 в 1 с 4G сеть с клавиатурой 128 Гб ПЗУ планшет Android 11,6 дюймовый планшет GPS 1920*1080","16 183,16",,,Nenmone Official Store
1850,"Планшет Huawei Honor V6, экран KRJ-W09 дюйма, Восьмиядерный процессор Kirin 10,4, экран 985 × 2000 IPS, 6 ГБ ОЗУ, 64 Гб ПЗУ, Wi-Fi 6","32 647,26",,,E-live Store
1851,"Lenovo XiaoxinPad Plus телефон, экран 2000 дюймов, Восьмиядерный, 6 ГБ ОЗУ 1200 Гб ПЗУ","36 290,38",,,E-live Store
1852,"LENOVO M10 Plus планшет, Восьмиядерный, 4 Гб ОЗУ 128 Гб ПЗУ, экран 10,3 дюймов","14 711,90",,,E-live Store
1853,"Оригинальный телефон Lenovo Tab4 плюс TB-8704F 8,0 дюймов 4 Гб оперативной памяти, 64 Гб встроенной памяти, Android 8,1 APQ8053 Восьмиядерный планшетный ПК 1920x1200 ...","17 514,30",,1,E-live Store
1854,"Планшет nenpad7 на Android с глобальной прошивкой, 4G, телефонные звонки, Детский планшетный ПК, 6 ГБ, 32 ГБ/64 Гб ПЗУ, Восьмиядерный игровой планшет с GPS","10 578,36",,,Nenmone Global Store
1855,APPLE MK4H3FD/A Планшетный компьютер,"89 968,47",,,ATbook Store
1856,"XP-Pen Artist 12 11,6 ''графический планшет","800 000,00",,,Shop Shiba Inu Store
1857,"Планшет Xiaomi Mi Pad 5 Pro, глобальная прошивка, 128 ГБ/256 ГБ, Восьмиядерный процессор Snapdragon 870, планшеты 5 Pro, 11 дюймов, экран 2,5 K, аккумулятор 8600 мАч","26 552,74","5,0",7,YouGeek Store
1858,Планшетный компьютер BQ 7098G Cammo Sea,"5 990,00",,,Корпорация Центр Store
1859,Reeder M10 Blue Max 64 Гб 4G LTE,"31 527,00",,,M-R-G Store
1860,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Bluetooth","6 923,33",,,ShenZhen Consumer E- Tech Store
1861,"Teclast M40 Pro планшет, экран 10,1 дюймов, 6 ГБ ОЗУ 1920 Гб ПЗУ, Восьмиядерный","36 394,77",,,Xiaomi-Panda-YC Store
1862,"Планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором Intel Atom Z3735F, 10,1x1280, Windows 10","5 955,10",,3,DIGITALTOOLS Technology Ltd. 
1863,"10,1-дюймовый экран MTK6735, 4G, Android 10,1, 1 Гб + 16 ГБ, слот для двух SIM-карт, Wi-Fi, Bluetooth","3 912,85","5,0",8,Shen Zhen Technology Wholesale Store
1864,"7-дюймовый планшет с четырёхъядерным процессором, ОЗУ 2 Гб, ПЗУ 16 Гб, Android 2022","4 266,65",,,BDF BDF Tablet Global Store Store
1865,"Планшет Lenovo Xiaoxin Pad, 11 дюймов, Wi-Fi, процессор Qualcomm Snapdragon 662, 6 ГБ + 128 ГБ памяти, полный экран 2K, планшеты с аккумулятором 7700 мАч","14 774,25","5,0",29,Computer Online Store
1866,"8-дюймовый планшет с четырёхъядерным процессором Z3735G, ОЗУ 1 ГБ, ПЗУ 16 ГБ, Android 5,0","3 424,53",,2,Shen Zhen Technology Wholesale Store
1867,"Планшетный ПК Flexx 11A, 11,6 дюйма, с док-клавиатурой, 2 Гб DDR + 64 ГБ, Windows 10 x5-8300, ЦП 1366*768 IPS, фотосовместимость","10 207,74","4,5",13,"Galavey Electronics Co, Ltd"
1868,"Тачскрин для Asus ME175CG MeMo Pad 7 , 5472L FPC-1 Rev.2 черный","614,00",,1,sota-service Store
1869,"CUBE планшет с 10,1-дюймовым дисплеем, ОЗУ 2 Гб, ПЗУ 32 ГБ, Windows 10 + Android 10,6","7 734,62","4,5",6,Shen Zhen Technology Wholesale Store
1870,"Планшет, экран 10,1 дюйма, Android 9,0, 10-дюймовый экран, 10-дюймовый экран, десятиядерный процессор, Поддержка Google Play, 3g, 4g, LTE, телефонные звонки, GPS, ...","22 278,38",,,Bach Melody
1871,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android, GPS, Bluetooth 10,1, Wi-Fi","5 998,54",,,ShenZhen Consumer E- Tech Store
1872,"Huawei MediaPad T3 2 ГБ ОЗУ 16 Гб ПЗУ AGS-W09/AGS-L09 планшетный ПК Восьмиядерный 9,6 дюймов Android 7,0 1280*800 экран","7 986,14",,,New Box Store
1873,5G динамик телефон планшет Pro Клавиатура Android 11 двойной вызов 8 ГБ ОЗУ 128 Гб ПЗУ Google Play смартфон WIFI Bluetooth,"12 314,45",,,WLWY Store
1874,2022 портативный планшетный ПК Windows 10 win10 4 Гб ОЗУ 64 Гб ПЗУ 8 дюймов Intel Atom двойная камера мини тонкий ноутбук Русская клавиатура,"10 569,25","5,0",22,XDrone Tablet Store
1875,"10,1-дюймовый 2K цветной ультрапрозрачный 10-ядерный планшет 4 Гб + 64 Гб два в одном с клавиатурой высококачественный планшет","8 647,51","4,3",16,ShenZhen Consumer E- Tech Store
1876,"Планшет, 11 дюймов, Android 12, Google Play, 4G, GPS, Bluetooth, Wi-Fi, 16 ГБ ОЗУ, 1 ТБ ПЗУ","6 865,88",,,Shop1100053025 Store
1877,"Планшет Xiaomi MIUI 13 os】глобальная версия Mi Pad 5 Pro 11 дюймов 6 ГБ/8 ГБ + 128 Гб/256 ГБ ROM 2,5 K, ЖК-дисплей, планшеты Snapdragon 870","48 661,57","4,5",103,Mi Global Direct Store
1878,"Планшет M33, 2022 мАч, 5000 Гб ПЗУ, Android 11, GPS, 128 дюйма","10 437,54",,,Global Smart Tablet Online Store
1879,"Защищенный телефон Ip68, 4G, телефон с беспроводным зарядным устройством, десятиядерный процессор MT6797, экран 8,0 дюйма FHD 1200*1920, 4 Гб ОЗУ 64 Гб ПЗУ, к...","25 877,36",,1,XDrone Tablet Store
1880,"10,1-дюймовый Планшет 6 ГБ + 10,1 Гб, поддержка двух SIM-карт, 4G сеть, 128G WiFi, Android 2,4","6 120,44",,,delicate tablet store Store
1881,"Планшет на Android 7,0, четыре ядра, экран 8 дюймов, 4 Гб + 32 ГБ","6 475,65",,,ShenZhen BDF Tablet Technology Co. Store
1882,"Планшет BDF на Android 10,1, восемь ядер, экран 9,0 дюйма, 4 Гб + 64 ГБ","6 125,35","5,0",2,ShenZhen BDF Tablet Technology Co. Store
1883,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 6 ГБ, ПЗУ 2022 ГБ, Android 10,1, 2-мя слотами для SIM-карт","6 239,54",,,delicate tablet store Store
1884,"Планшет Cube i10, 32 бита, 10,6 дюйма, 2 + 32 ГБ, Windows 10 + Android 1366, 2 камеры","9 131,62",,2,"Galavey Electronics Co, Ltd"
1885,"Планшет Teclast M40, экран 10,1 дюйма, Восьмиядерный процессор, 6 ГБ ОЗУ, 128 Гб ПЗУ, камера 8 МП, 4G LTE, 1920x120, 0 IPS 5G, Wi-Fi, GPS, Аккумулятор 6000 мАч","14 738,52",,,Super Max Store
1886,"Планшет Pro на Android 11,0, 16 ГБ ОЗУ 1 ТБ ПЗУ, 11 дюймов, 11666 мАч","18 631,06",,,Shop1100053025 Store
1887,"SHDU 10,1-дюймовый Планшет 6 ГБ ОЗУ 10,1 Гб ПЗУ UNISOC T618 Восьмиядерный Android 11 128x1920 4G сеть Wifi планшетный ПК Type-C планшеты 10","18 585,03",,1,SHDU Store
1888,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android 10,1","6 869,38","5,0",,CN GO GO Jiuliuyar Store
1889,"Teclast P20HD планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android 10, 10,1x1920","9 205,88","4,8",78,Teclast Global Store
1890,"Планшет Voyo I8 на Android 8,1, 8 ядер, 64 Гб встроенной памяти, Bluetooth, Wi-Fi, экран 10,1 дюйма, 4G LTE, CE Band A53","23 749,64",,,Baby Doing Buy Store
1891,"Глобальная версия, 10 дюймовый планшет, компьютер, Octa Core, 3 Гб оперативной памяти, Оперативная память 6 ГБ/32 ГБ флэш-памяти, Встроенная память с ...","15 902,22",,,"Shenzhen HongyangTechnology Co., Ltd."
1892,"Планшет на Android 2022, восемь ядер, экран 10 дюймов, 8 ГБ + 128 ГБ","6 135,15",,,Fashion tablet Store
1893,"Планшет с 10,1-дюймовым дисплеем, ОЗУ 6 ГБ, ПЗУ 2022 ГБ, 2-мя слотами для SIM-карт, Android 128, Arge 10,1x9,0","6 189,80",,,delicate tablet store Store
1894,"Планшет Inoi inoiPad mini 1/16GB Wi-Fi Black, 7 "", IPS, SC7731E, 1 Гб, 16 Гб, 5 Мп, Android, 2500 мАч","3 990,00","5,0",1,ОГО! Онлайн-гипермаркет
1895,"2022 Новый планшет Android 10,0 планшетный ПК 10,1 дюймов 6 ГБ + 128 Гб WIFI + GPS 4G Wifi планшеты с двумя SIM-картами","6 081,21",,,well tablet Store
1896,"Новинка 2022, 10,1-дюймовый Планшет 6G + 10,1 ГБ, Android 128, 4G, ультратонкий планшет, игровой, офисный, Обучающий планшет онлайн-класса","6 189,80",,,delicate tablet store Store
1897,"Планшет на Android 10,0 восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","7 492,92","5,0",11,SHENZHEN BDF Tablet Store
1898,"Планшет Xiaomi Mi Pad 5, 128 ГБ/256 Гб ПЗУ, 11 дюймов, дисплей WQHD + 120 Гц, Snapdragon 860, 4 стереодинамика, аккумулятор 8720 мАч","25 151,54",,,MeMall Store
1899,"Планшет AR1 на Windows 10, 8 дюймов, 2 + 32 ГБ, 1280x800, 1,83 ГГц, 5 Мп","6 052,48","5,0",2,Shen Zhen Technology Wholesale Store
1900,"10,1-дюймовый планшет с четырёхъядерным процессором mtk6735, ОЗУ 1 ГБ, ПЗУ 16 ГБ, 2022 мАч, Android 10,1","4 187,49","5,0",6,Shen Zhen Technology Wholesale Store
1901,"Планшет на Android 10,1, экран 9,0 дюйма, 4 Гб + 64 ГБ, Восьмиядерный","6 614,36","3,0",,ShenZhen Consumer E- Tech Store
1902,"Teclast M40 Android 10 Планшеты 4G сеть 10,1 дюймов T618 Восьмиядерный двойной телефонный звонок 1920x1200 6 Гб RAM 128 ГБ ROM планшетный ПК","13 106,12",,,Teclast Global Authorized Store
1903,"Планшет на Android 9, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","6 076,30","4,7",166,SHENZHEN BDF Tablet Store
1904,"Планшет Lenovo Tab P11, глобальная прошивка, Wi-Fi, 2K, 11 дюймов, Snapdragon 662, четыре динамика, 7700 мАч, Bluetooth 5,1, Android 11","12 540,74","5,0",14,Russian Tech Store
1905,"Планшет ANDROID M50, 12 Гб ОЗУ + 512 Гб ПЗУ, планшеты android 10 core, графический планшет с двумя sim-картами, Android 11,0, планшет 10 дюймов","11 159,86",,,LSKDZ Tablet PC Store
1906,"Планшет на Android 2022, экран 9,0 дюйма, 6 ГБ + 10,1 ГБ","6 088,21",,1,Gifts Tablet Pc Store
1907,"Планшет ADREAMER MW1021P, 10,1 дюйма, Android 10, Google Play, HD800 * 1280IPS, SC7731E, Восьмиядерный, 2 Гб ОЗУ, 32 Гб ПЗУ, 6000 мАч, Bluetooth, Wi-Fi","9 738,34",,,ADREAMER Official Store
1908,"Планшет Lenovo YOGA Tab 13 YOGA Pad Pro, 13 дюймов, Android 11, 8 ГБ ОЗУ, 256 Гб ПЗУ, Snapdragon 870, 2K OLED JBL динамики, 10200 мАч, HDMI","40 774,22","5,0",4,Lenovo Flourish Store
1909,"Планшет Xiaomi MI PAD 4 Plus, LTE, 10,1 дюйма, Snapdragon 660, 4 Гб ОЗУ, 64 Гб ПЗУ, сверхтонкий планшет 1920X1200 HD","17 837,98",,7,ChinaXIAOMI Store
1910,"Планшет с 10-дюймовым дисплеем, четырёхъядерным процессором, 1280x800, Android 9,0","9 973,04",,,WLWY Store
