,title,price,score,sold,store
277,"Blackview Tab 11 планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 8 Гб, ПЗУ 10,36 ГБ, 13 МП, 2000 мАч","14 011,30",,13,BLACKVIEW Factory Store
278,"Blackview Tab 11 10,36-дюймовый дисплей 2K Unisoc T618 Восьмиядерный 2000*1200 8 ГБ ОЗУ 128 ГБ ПЗУ Android 11 Планшеты ПК Двойной Wi-Fi 6580 мАч","14 361,60","4,8",314,BLACKVIEW Official Store
279,"Планшетный ПК Lenovo P11 Pro Global Rom Xiaoxin Pad Snapdragon 730G TB-J706F 6 ГБ ОЗУ 128 ГБ UFS2.1 11,5 дюйма Планшеты Android 10 Tab","25 220,90","4,8",263,Lenovo Pro Business Store
280,"Планшет на Android 9,0 экран 10,1, дюйма, 4 Гб + 64 ГБ,Поддержка звонков и доступа к Интернету Sim card,WiFi","6 277,38","4,7",266,CN GO GO Jiuliuyar Store
281,"Teclast T40 Pro планшет, экран 10,4 дюймов, 8 Гб ОЗУ 128 Гб ПЗУ, Android 11","36 394,77",,,Xiaomi-Panda-YC Store
282,"Lenovo M10 Plus смартфон с 5,5-дюймовым дисплеем, восьмиядерным процессором MediaTek P22T, ОЗУ 4 Гб, ПЗУ 64 ГБ, 10,3 ГБ","13 520,88",,1,iTechnology Life
283,Blackview Tab 6 Kids Tablet 3 ГБ 32 ГБ 8 дюймов 1280*800 Дисплей Android 11 5580 мАч 4G LTE Планшеты для ПК,"7 958,12",,17,BLACKVIEW Factory Store
284,"Детский планшет weeliaksi 8 дюймов Android 11, Детский обучающий планшетный ПК Ouad Core Google Play Wifi6 с двойной камерой 4500 мАч 2 ГБ 32 ГБ ROM","5 314,05",,2,weelikeit Official Store
285,"8-дюймовый планшет с четырёхъядерным процессором Intel Atom Z3735G, ОЗУ 1 ГБ, ПЗУ 16 Гб, Android 1280","3 495,99","5,0",29,DIGITALTOOLS Technology Ltd. 
286,"Teclast P80X 8-дюймовый планшет с восьмиядерным процессором SC9863A, ОЗУ 2 Гб, ПЗУ 32 ГБ, Android 9,0","6 490,36","4,7",197,Teclast Official Store
287,"Планшет Teclast P20HD, экран 10,1 дюйма, 4G, поддержка звонков и сетей, Android 10,0, 1920x1200, Восьмиядерный процессор Unisoc, ОЗУ 4 Гб, ПЗУ 64 ГБ, двойная камера","9 420,97","4,9",141,Teclast Global Store
288,"Планшет на Android 10,1, восемь ядер, экран 10,0 дюйма, 4 Гб + 64 ГБ","7 841,82","5,0",2,"SHENZHEN BDF TOUCH TECHNOLOGY CO.,LTD."
289,"Планшетный ПК Lenovo, планшет Xiaoxin Pad P11 Plus, 2021 дюйма, Snapdragon 750G, 6 ГБ ОЗУ, 128 Гб ПЗУ, планшеты 11 дюймов, Android 11","19 335,86","4,9",228,Lenovo Pro Business Store
290,Планшет Blackview Tab 6 3 ГБ ОЗУ 32 ГБ ПЗУ Android 11 Планшеты 5580 мАч 4G WIFI LTE 1280*800 Kindle,"7 670,87","4,9",78,BLACKVIEW Factory Store
291,"Планшет на Android 9,0, восемь ядер, экран 128 дюйма, 6 ГБ + 10,1 ГБ","6 047,58",,1,delicate tablet store Store
292,Планшет Android 12 H960 8-дюймовый ПК 24 + 48 Мп Google Play десятиядерный 8600 мАч WIFI Pad 6 ГБ 128 ГБ 2022 новый планшет,"5 623,72",,,Global Smart Tablet Online Store
293,"Планшет глобальная версия Pad K10, 6 ГБ ОЗУ 128 Гб ПЗУ, 8,0 дюйма, 32 МП, 12 ядер, Wi-Fi, Google Play","6 011,15","5,0",9,Global Smart Tablet Online Store
294,"Lenovo Xiaoxin Pad планшет, экран 11 дюймов, Восьмиядерный, 4 ГБ/6 ГБ ОЗУ 64 Гб/128 Гб ПЗУ","27 827,83",,,MIEGOO Intel NUC Store
295,"5G ноутбук 10 ядер S13 прошивка две SIM-карты планшетный ПК Android 10 8800 мАч 6 ГБ 128 ГБ 10,1 дюймов Google нетбук GPS LTE горячая Распродажа Pad","6 375,46","5,0",22,Global Smart Tablet Online Store
296,"Новинка 2022, планшетный ПК H18 5G, 8800 мАч, 10,1 дюймов, десятиядерный, Android 8,1, 128 ГБ ROM, офисный, Google Play, планшет с двумя SIM-картами и GPS","6 530,99",,,Global Smart Tablet Online Store
297,Новый 11-дюймовый планшет Pad5 X101 с процессором Snapdragon Android 10 Google Play PC 6 ГБ ОЗУ 128 Гб ПЗУ Bluetooth клавиатура ноутбук,"7 188,16","5,0",12,LUKAS Global Store
298,"Планшет P50, 10,1 дюйма, 8 + 128 ГБ, 10 ядер, 8600 мАч, Android 11, 16 + 32 Мп","10 954,58","5,0",5,FAUST Global Online Store
299,"Teclast T40 Pro планшет, экран 10,4 дюймов, Android 11, 6 ГБ ОЗУ 1920 Гб ПЗУ","15 313,01",,2,Teclast official-Global Store
300,Глобальная версия планшета ПК G20 Восьмиядерный WIFI 12 ГБ 512 ГБ Ноутбук GPS Android 11 Google Play MTK6750 Pad 6000 мАч GPS,"10 039,60",,,FAUST Global Online Store
301,"Планшет 5Pro на Android 8,1, экран 10,1 дюйма, 2 SIM-карты, 16 + 32 Мп, 8000 мАч, Bluetooth 512, Wi-Fi, 12 ГБ","6 032,17","4,2",9,FAUST Global Online Store
302,"10,1-дюймовый планшет Android 11 P70, 10,1 ГБ, Процессор MTK 128, 9863 мА · ч","9 972,34","5,0",14,Tablet PC Global Version Store
303,"Планшет Android 11 M33 глобальная версия PC WIFI 6000mAh 128GB ROM GPS Google Play 2022 New 4G Network 10,1 inch Tablet Laptop","11 196,99",,,LUKAS Global Store
304,"Планшет Lenovo Xiaoxin Pad P11 Pro, 2021 дюйма, 6 + 870 ГБ, Android 11","24 444,63","4,5",116,Lenovo Pro Business Store
305,"Планшетный ПК G20 10,1 дюйма 6000 мАч планшет Google Play Android 11 GPS изучение 12 ГБ 512 ГБ ROM Ноутбук 4G/телефон с wi-fi","9 999,66",,,Tablet PC Global Version Store
306,Планшетный ПК H30 Google Play 10 дюймов 24 + 48 Мп 6000 мАч 8 Гб 128 ГБ Восьмиядерный WIFI ноутбук MTK6771 Android 11 GPS,"9 266,84",,,FAUST Global Online Store
307,"Планшет, 6 ГБ, 128 ГБ, планшетов, Android, планшетов, планшетов для офиса, 15,6-дюймовый ноутбук, планшет Google Play MINI, Android 7,85, 8800 мАч","5 983,12",,2,LUKAS Global Store
308,"Global версия планшета ПК P60 8600mAh 10,1 inch 512GB Google Play Tablet Android11 школьный офисный GPS ноутбук Wi-Fi сеть горячая распродажа","10 012,27",,,Tablet PC Global Version Store
309,"CWOWDEFU детский планшет 8 дюймов HD IPS 1280x800 Android 11,0 Wifi 6 двойная камера Google Play планшеты для детей студентов 2 ГБ 32 ГБ","5 692,38","5,0",37,CWOWDEFU Official Store
310,"Планшет Android11 P50, большой экран 10,1 дюйма, 128 ГБ, Wi-Fi, офисный, GPS, учебный планшет, Google Play, 8600 мАч, планшетофон для ноутбука","11 569,01",,,LUKAS Global Store
311,"Планшет V96, 9,6 дюйма, MTK6771, две SIM-карты, Android 6000, Wi-Fi, дешевый портативный компьютер, Bluetooth, GPS, WPS, офисный ноутбук мАч","8 434,52",,,Tablet PC Global Version Store
312,"Планшет BMAX i10 plus на Android 10, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ, 1920 ГБ","10 033,99","4,8",171,BMAX Official Store
313,"Teclast M40 Pro 10,1 ''планшет 1920x1200 6 Гб RAM 128 ГБ ROM UNISOC T618 Octa Core Android 11 4G Network Dual Wifi","11 794,60","4,6",23,Teclast Global Authorized Store
314,"Планшет Lenovo Tab P11 Pro 2020 Xiaoxin Pad Pro, Восьмиядерный процессор Snapdragon 730G, 6 ГБ ОЗУ 128 Гб ПЗУ, экран 11,5 дюйма 2,5 K OLED, на базе Android 11, 8600 мАч","14 571,78","3,9",49,Lenovo Flourish Store
315,"Планшет на Android 10,1, восемь ядер, экран 10,0 дюйма, 8 ГБ + 128 ГБ","6 165,28",,,Gifts Tablet Pc Store
316,"Дешевый детский подарок Обучающий планшет для детей с 7-дюймовым экраном ОС Android 7,0 четырехъядерный 2 ГБ/16 Гб планшетный ПК mi pad 5","3 082,64","5,0",2,ShenZhen BDF Tablet Technology Co. Store
317,"Blackview Tab 7 планшет, экран 10,1 дюймов, 6580 мАч, Android 11, 3 ГБ 32 ГБ","13 310,70",,,BLACKVIEW - Authorizing Store
318,"2022 Оригинальный планшет 10,1 дюймов Android 10,0 Восьмиядерный 4G две SIM-карты смартфон планшет 8 ГБ 128 ГБ IPS WIFI Bluetooth GPS","6 165,28",,,Fashion tablet Store
319,"Планшет Teclast M40 Pro 10,1, 6 ГБ ОЗУ 128 Гб ПЗУ, Восьмиядерный процессор UNISOC T618, Android 11, 4G сеть, двойной Wi-Fi","12 748,82","4,3",34,Teclast official-Global Store
320,"Планшет HUAWEI MatePad Pro, 11 дюймов, 2022 дюйма, 4G, LTE, 3,0 дюйма, Snapdragon 888, 8 ядер, 66 Вт, суперзарядка, 8300 мАч","69 989,94",,,Shenzhen Pophong Store
321,"Новинка 2022, планшет Android, 10,1 дюймов, 8 ГБ + 128 Гб, планшет Full Netcom, игровой тонкий офис «Два в одном», онлайн-класс","8 479,36",,,Shop1100048106 Store
322,"Lenovo Xiaoxin Pad Plus планшет с восьмиядерным процессором Snapdragon 750G, ОЗУ 6 ГБ, ПЗУ 128 ГБ, 11 дюймов, Android 11","16 642,05","4,8",451,Lenovo Online Store
323,"8-дюймовый планшет с восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, 2-мя слотами для SIM-карт, Android 9,0","5 606,20","4,7",44,SHENZHEN BDF Tablet Store
324,"XP-Pen Deco Mini7W 7-дюймовый беспроводной графический планшет, графический планшет с наклонной электроникой 8192, поддержка Windows Mac Android Art","3 120,47","5,0",6,Graphics Tablet Store
325,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, 4G LTE, Android 10,1","6 725,76","4,8",14,BDF BDF Tablet Global Store Store
326,"Jumper EZpad M10 планшет, экран 10,1 дюймов, 4 Гб + 128 ГБ, Android 11, Восьмиядерный","14 431,66",,1,WTYD Store
327,"Teclast M40S планшет на Android 10,1, восемь ядер, экран 11,0 дюйма, 4 Гб + 128 ГБ","10 349,26","4,8",399,Teclast Global Store
328,"Планшет Teclast M40 Pro, 10,1 дюйма, Android 11, 1920x1200, 6 ГБ ОЗУ, 128 Гб ПЗУ, Восьмиядерный процессор UNISOC T618, 4G, двойной Wi-Fi","12 404,82","4,5",49,Teclast Official Store
329,"Teclast P20HD планшет, экран 10,1 дюймов, Восьмиядерный, Android 10, 4 Гб ОЗУ 64 Гб ПЗУ","9 828,72","4,7",11,Teclast official-Global Store
330,"Ветвью ALLDOCUBE iPlay 7T 4 аппарат не привязан к оператору сотовой связи Телефонный звонок Wifi планшетный ПК 6,98 дюймов HD IPS 1280x720 Android 9,0 2 Гб Оперативна...","5 253,80","5,0",3,ALLDOCUBE Factory Store
331,"Планшет Lenovo Pad M10 PLUS TB-X606F развлекательный, 10,3 дюйма, Full HD, немецкая защита глаз, Dolby sound, 4 Гб + 64 ГБ, 4 Гб + 128 ГБ","48 293,06",,,Xiaomi-Panda-YC Store
332,"Lenovo Tab M8 смартфон с 8-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, 5100 мАч","13 555,91","4,6",98,Lenovo Online Store
333,"Планшет Lenovo Tab P11 Pro, 6 ГБ + 128 Гб, глобальная прошивка, Snapdragon 870, экран 11,5 дюйма OLED, 8600 мАч, 13 МП, версия Xiaoxin Pad Pro 2021","23 889,76","4,8",803,70mai-Goldway Store
334,XP-PEN New Artist 10 2nd Pen графический планшет монитор планшет для рисования 127% sRGB 8192 уровень с 8 клавишами Поддержка Windows mac Android,"13 913,92",,2,Graphics Tablet Store
335,"Планшет Google Play на Android 2022, 10 дюймов, 6 + 9,0 ГБ, 128*1280 IPS","6 239,54",,1,delicate tablet store Store
336,"BDF планшет с 8-дюймовым дисплеем, четырёхъядерным процессором, ОЗУ 4 Гб, ПЗУ 32 ГБ, Android 7,0, 2-мя слотами для SIM-карт","5 740,72","5,0",2,"SHENZHEN BDF TOUCH TECHNOLOGY CO.,LTD."
337,"Lenovo XiaoXin Pad Pro планшет, экран 11,5 дюймов, 6 ГБ 128 ГБ, Android 10, Восьмиядерный","19 658,14","4,9",64,Computer Online Store
338,"Планшет с 10,1-дюймовым дисплеем, десятиядерным процессором, ОЗУ 8 Гб, ПЗУ 128 ГБ, Android 10,1, 2-мя слотами для SIM-карт","6 126,75",,,Fashion tablet Store
339,"Графический планшет XP Pen Artist 12 для рисования, 11,6 дюйма, 8192 уровня нажатия","11 072,98","4,8",202,Graphics Tablet Store
340,"Планшет Alldocube M5X на Android 8, 4 + 64 ГБ, 10,1 дюйма, 2560*1600","6 935,94","4,0",3,ALLDOCUBE Digital Store
341,"Горячие Планшеты 8 ГБ ОЗУ 128 Гб ПЗУ 10,1 дюймов Планшеты Android 10.0 телефон с двумя Sim-картами","6 126,75",,,Fashion tablet Store
342,Планшет ALLDOCUBE Smile 1 8 дюймов ОС Android 11 3 ГБ ОЗУ и 32 ГБ ПЗУ 4G LTE Телефонный звонок Планшетный ПК UNISOC T310,"7 005,30","4,8",145,ALLDOCUBE Official Store
343,"Blackview Tab 7 планшет, экран 10,1 дюймов, Android 11, 3 ГБ 32 ГБ","14 004,29",,2,WTYD Store
344,"Планшет Lenovo Xiaoxin Pad Pro, Snapdragon 730 восемь ядер, 6 ГБ ОЗУ 128 Гб ПЗУ, 11,5 дюйма, 2,5 K OLED экран, 8500 мАч, Android 10, глобальная прошивка","30 018,61","5,0",1,MIEGOO Intel NUC Store
345,"Планшет на Android 2022, четыре ядра, экран 10,1 дюйма, 2 ГБ + 32 ГБ","5 604,80",,2,BDF BDF Tablet Global Store Store
346,"Портативный деловой ноутбук T-bao X9 Plus, 15,6 дюйма, Intel Core i5-8279U, процессор 1920*1080, IPS экран, память 16 ГБ + 512 ГБ, европейская вилка","48 971,24","4,0",1,iTechnology Life
347,"Планшет A150 на Android 10,1, четыре ядра, экран 6,0 дюйма, 1 + 8 Гб","3 495,99","5,0",10,DIGITALTOOLS Technology Ltd. 
348,"Лидер продаж AR1 Карманный планшет 8,0 дюймов Windows 10 ОЗУ 2 ГБ DDR3 + 32 Гб Две камеры Bluetooth-совместимый WIFI четырехъядерный","5 149,41","5,0",25,Tablet inventory Store
349,"Rhinowell OBD2 планшетный сканер, пластиковый корпус с силиконовой оболочкой для планшета Lenovo M10 HD X505 и FHD X605 10,1 дюймов. Патент!","1 366,17","4,8",65,Rhinowell136 Store
350,"Lenovo Xiaoxin планшет, Восьмиядерный, экран 2021 дюйма, 870 мАч","36 886,59",,,Xiaomi-Panda-YC Store
351,"Новинка 2021, оригинальный планшетный ПК 10,5 дюйма, 6 ГБ ОЗУ, 128 Гб ПЗУ, Android, планшеты диагональю дюйма, 10 ядер, GPS, телефон с Wi-Fi, 4G, Lte","10 613,29","5,0",1,Cg Direct Store
352,"Alldocube Smile 1 планшет, экран 8 дюймов, 3 Гб ОЗУ 32 Гб ПЗУ, Android 11","7 705,90","4,8",162,ALLDOCUBE Direct Store
353,"Новый Apple iPad Mini6 8,3 ,-дюймовый планшет Wifi（2021）  5g/64g/256g","41 125,22","5,0",5,Apple Friend Store
354,"16/21 дюймовая перезаряжаемая доска для рисования, ЖК-планшет для письма, электронный графический планшет, планшет для рукописного ввода, луч...","2 676,99","4,4",27,DRAWBELIVE Official Store
355,"Новый планшетный ПК 7 дюймов Android 6,0 планшеты четырехъядерный Google Play WiFi Bluetooth 3G телефонные звонки две SIM-карты Детские Любимые","3 787,44","5,0",4,SHENZHEN BDF Tablet Store
356,"Глобальная версия Xiaomi Mi Pad 5 6 ГБ ОЗУ 128 ГБ/ 256 ГБ ПЗУ Планшетов 11"" WQHD+ 120 Гц дисплей Snapdragon 860 8720 мАч Mi Планшет 5","25 852,14","5,0",590,Hong Kong Goldway
357,"LENOVO P11 Plus планшет с восьмиядерным процессором Snapdragon 750, 7700 мАч, 6 ГБ, 128 ГБ, 13 МП","19 764,63",,,Lenovo Tech Online Store
358,"Защищенный планшет Oukitel 4G Net RT1, 4 Гб + 64 ГБ, 10000 мАч, 10,1 дюйма, FHD, Восьмиядерный, фотокамера 16 Мп + 16 МП, планшет","15 412,50","4,5",218,OUKITEL Official Store
359,"Lenovo Xiaoxin Pad Plus планшет на Android 11, восемь ядер, экран 11 дюймов, 6 ГБ + 2021 ГБ","27 284,17",,1,MIEGOO Intel NUC Store
360,"Новое поступление 2022, 10-ядерный планшет с диагональю 11 дюймов, Android 11, Google Play, Двойная сеть 4G/телефон, GPS, Bluetooth, Wi-Fi, планшеты 8 ГБ ОЗУ, 128 Гб ПЗУ","11 622,95","4,0",1,WLWY Store
361,Глобальная система Lenovo Xiaoxin Pad K11 P11 Планшет Lenovo Tab Pad K11 Pad планшет Snapdragon Восьмиядерный 4/6 ГБ ОЗУ 64/128 Гб ПЗУ Android 11,"57 391,75","5,0",5,Xiaomi-Panda-YC Store
362,"Планшет Teclast P20HD, Android 10, 10,1 дюйма, 4 Гб ОЗУ, 64 Гб ПЗУ, 1920x1200, Восьмиядерный процессор SC9863A, GPS","9 774,77","4,8",107,Teclast Official Store
363,"Детский планшет weeliaksi, Android 3000, Wi-Fi, 6, 7 дюймов, 1024X600 IPS, четырехъядерный, мАч, планшет для обучения детей, ПК, 2 Гб ОЗУ, 32 ГБ, планшет","5 283,93","5,0",5,weelikeit Official Store
364,"Планшет Lenovo Tab P11 Pro, глобальная прошивка, Восьмиядерный процессор Snapdragon 2021, 6 ГБ ОЗУ, 870 ГБ 128 дюйма, 11,5 K OLED, планшет Android 11, XiaoXin Pad","42 963,59","3,0",1,MIEGOO Intel NUC Store
365,"[Мировая премьера]Teclast M40 Air 10,1-дюймовый планшет 1920x1200 8 ГБ ОЗУ 128 ГБ ПЗУ P60 Octa Core Android 11 4G Сеть GPS","13 787,11","4,8",210,Teclast Official Store
366,"Планшет P70 на Android 11, восемь ядер, экран 2022 дюйма, 8 ГБ + 8000 ГБ","9 755,15",,,Global Smart Tablet Online Store
367,"Планшет HT17 на Android 11, 6 + 128 ГБ, 8600 мАч, Wi-Fi, 8,0 дюйма, 32 МП","6 172,29",,,Global Smart Tablet Online Store
368,"Игровой планшет Google Play P40, 12 Гб, 512 ГБ, 10,1 дюйма, WPS, десять ядер, две Sim-карты, GPS, ПК, Android 11, ноутбук, отправляет планшет с клавиатурой","10 897,83","4,8",20,Global Smart Tablet Online Store
369,10 * 6 дюймов портативный цифровой планшет для подключения мобильный телефон цифровое давление планшет интерактивный планшет,"2 644,76","4,9",169,TOTNG WEBCAM Intelligent Store
370,"Планшетофон P40, 10,1 дюйма, 8 ГБ, 128 ГБ, WPS, десятиядерный, две Sim-карты, GPS, Android 11, Google Play, ноутбук, игровой планшет с клавиатурой","10 128,57","4,8",24,Global Smart Tablet Online Store
371,"10,1-дюймовый Планшет V96 Google Play, 9,6 мАч, Android 11, две Sim-карты, GPS, 6000 мАч, MTK 6000, горячая Распродажа, 6 ГБ, 6771 ГБ, глобальная версия PC","8 434,52",,,FAUST Global Online Store
372,"Планшет на Android 11, 8000 мАч, Bluetooth 5,0, 8 дюймов, 6 + 128 ГБ","6 396,48","4,7",32,FAUST Global Online Store
373,"Глобальная версия Pad Mini Air Планшеты Android 12 ПК 7,85 дюймов OTG 6 ГБ ОЗУ 128 Гб ПЗУ TF карта две SIM-карты Matepad Pro","7 097,08",,,FAUST Global Online Store
374,Популярная портативная беспроводная клавиатура для 11-дюймового планшета Android IOS Windows с чехлом из искусственной кожи чехол Подставка для пла...,"1 166,50",,7,LILI 3C Tablet Store
375,"Планшет T40 на Android 11, восемь ядер, экран 6000 дюйма, 12 Гб + 6771 ГБ","8 722,47",,,FAUST Global Online Store
376,"10,1-дюймовый Планшет G18, 10,1 мАч, 8000 ГБ, Android 128","10 012,27",,,Tablet PC Global Version Store
377,"Планшет P40, экран 10,1 дюйма, 8600 мАч, Android 128, ГБ","10 005,27",,,Tablet PC Global Version Store
378,"Планшет V96 на Android 9,6, экран 128 дюйма, 8 ГБ + 6000 ГБ","8 434,52","5,0",2,Tablet PC Global Version Store
379,"Цифровой планшет UGEE S1060W, беспроводной графический планшет с безбатарейным стилусом, Поддержка Android, Windows, Mac, для рисования, elearn","4 820,13","5,0",9,UGEE Official Store
380,"Женский сетевой планшет M33 SIM 5000 мАч 128 ГБ ROM GPS 10,1 дюйма 4G планшет для учебы в офисе WPS ноутбук телефон Android 11 Pad","10 873,31","5,0",7,LUKAS Global Store
381,"Планшет BMAX i10Pro на Android 11, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","7 636,54","4,9",56,BMAX Official Store
382,"Teclast P30HD планшет, 4 Гб ОЗУ 64 Гб ПЗУ, Android 11, экран 10,1 дюйма 1920x1200, Восьмиядерный","10 693,26",,,Teclast official-Global Store
383,"Планшет на Android 2022, 10,1 дюйма, 8 + 10,0 ГБ, с зумом","6 130,25","4,0",2,Gifts Tablet Pc Store
384,"Планшет для рисования с ЖК-дисплеем, 15 дюймов","748,94","5,0",5,"RainbowTechnology Co.,Ltd Store"
385,"Планшет Teclast T40 Pro, 10,4 дюйма, Android 11, 2000x1200, 8 + 128 ГБ, 4G, Wi-Fi","13 905,51","4,7",46,Teclast Official Store
386,"10,1-дюймовый планшет Android 12 G18 GPS 10,1 мАч Google Play 8 Гб 8000 Гб WIFI ноутбук 48 МП десять ядер","9 666,18","5,0",3,LUKAS Global Store
387,"ANRY глобальная версия 10,1-дюймовый планшет с 10-ядерным процессором, ОЗУ 3 ГБ, ПЗУ 32 ГБ, 11,6x1920, 4G, Wi-Fi, Android 1080","9 713,82","5,0",4,ANRY Official Store
388,"CHUWI Hi10 Go 10,1-дюймовый, планшетный ПК с экраном FHD (1920x1200) IPS Экран, Intel Celeron N5100 Четырехъядерный процессор, ОС Windows 11, 6 ГБ ОЗУ 128 ГБ ПЗУ, Планшет Micro-HD ...","17 464,56","4,9",291,CHUWI Official Store
389,"12-дюймовые цифровые планшеты для рисования, ЖК-планшет для письма, Электронная Волшебная графическая доска, художественные игрушки для рук...","863,14","4,8",65,DRAWBELIVE Official Store
390,"Teclast P25 планшет на Android 11, четыре ядра, экран 10,1 дюйма, 2 ГБ + 32 ГБ","6 935,24","4,8",86,Teclast Official Store
391,"Планшет Lenovo Tad P11 Pro, 6 + 128 ГБ, Snapdragon 730, 8 ядер, 11,5 дюйма, 2,5 K, 8600 мАч","28 723,90","5,0",29,MeMall Store
392,Детский планшет 7 дюймов четырехъядерный 3G сеть 2 ГБ/16 ГБ Google Play WiFi Bluetooth дешевый и простой любимый подарок для детей планшетный ПК,"3 375,49","4,3",4,ShenZhen BDF Tablet Technology Co. Store
393,"Планшетный ПК HUAWEI MatePad Pro, 11 дюймов, 2022 дюйма, 4G, LTE, телефонные звонки, гармониос 3,0, Восьмиядерный Snapdragon 888, двойная камера 13 МП, 8300 мАч","69 709,70",,,Huawei online Store
394,"Графический планшет для рисования VEIKK VK2200, 21,5 дюйма, полноламинированный дисплей с ручкой, 8192 уровней давления","30 994,54",,2,Graphic Tablet Drawing Store
395,"Планшет CHUWI HiPad Air 10,3 дюйма, разрешение 1920x1200, восьмиядерный процессор Unisoc T618, 6 ГБ ОЗУ, 128 ГБ ПЗУ, ОС Android 11, Type-C, аккумулятор 7000 мАч","13 910,41","4,8",201,CHUWI Official Store
396,"Планшет Google Play на Android 10,1, восемь ядер, экран 9,0 дюйма, Wi-Fi, Bluetooth, GPS","10 402,51",,,honyuda Store
397,"Новый 7-дюймовый планшетный ПК с Wi-Fi, 2 Гб + 16 ГБ, Четырехъядерные Планшеты Android, обучающие игры, любимый подарок для детей, Android 7,0","3 654,33","5,0",1,SHENZHEN BDF Tablet Store
398,"Планшет Teclast M40 Air, экран 10,1 дюйма, 8 ГБ + 1920 ГБ","13 047,97","5,0",24,Teclast Global Direct Store
399,"Ручка-стилус для цифровой живописи, карандаш для Apple Pencil iPad, Bluetooth-Стилус, сенсорный перо, планшет, противотуманная двойная система","1 541,32","5,0",6,Eight Five 8855 Store
400,"Планшет на Android 11, восемь ядер, экран 2022 дюйма, 4 Гб + 64 ГБ","8 003,65","4,9",35,SHENZHEN BDF Tablet Store
401,"Планшет на Android 9,0, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","6 446,92","5,0",7,SHENZHEN BDF Tablet Store
402,"Новейший Планшет Lenovo Xiaoxin Pad P12 2022 10,6 дюйма, ЖК-дисплей Lenovo Tab PadTablet Snapdragon 680, Android 12, Bluetooth 5,1 2000*1200, глобальная версия","34 994,97","4,7",21,Xiaomi-Panda-YC Store
403,"Teclast P30HD планшет на Android 11, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","10 660,33","4,9",117,Teclast Official Store
404,"Графический планшет HUION H430P для рисования, устройство для создания рисунков и набросков, ручка без батарейки, перчатка в комплект не входит","1 774,62","4,8",462,HUION Official Store
405,"Blackview Tab 11 смартфон на Android 11, восемь ядер, экран 10,36 дюйма, 8 ГБ + 128 ГБ","14 753,94","5,0",12,Xphone Store
406,"BLACKVIEW планшет на Android 11, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","9 597,52","5,0",1,WTYD Store
407,"Teclast M40 Pro планшет на Android 11, восемь ядер, экран 10,1 дюйма, 6 ГБ + 128 ГБ","11 962,74","4,7",355,Teclast Global Store
408,"Планшет на Android 10,0, 8 + 128 ГБ, 10,1 дюйма, GPS, 10 ядер","6 095,22",,1,Fashion tablet Store
409,"Графический планшет HUION Q620M, 8192 уровней нажатия, 8 клавиш, Android","7 421,46","4,9",122,HUION Store
410,Детский планшет Cwowdefu 8 дюймов IPS 1280*800 Android 11 WiFi 6 четырехъядерный 2 ГБ 32 ГБ Google Play Детские планшеты ПК с приложением для детей 4500 мАч,"6 011,15","5,0",3,CWOWDEFU Official Store
411,"HT17 Android 11 Телефон, 6 ГБ, 128 ГБ, 8600 мАч, Wi-Fi, экран 8,0 дюйма, десятиядерный","5 707,09","5,0",14,LUKAS Global Store
412,"Планшет Lenovo Tab P11 Pro 2021 или Xiaoxin Pad Pro 2021, 11,5 дюйма, 2,5 K, 6 + 128 ГБ, Snapdragon 870, Wi-Fi","23 119,10","4,3",180,Lenovo Official Store
413,"Teclast P20HD планшет, экран 10,1 дюймов, Восьмиядерный, Android 1920x1200, 4 Гб ОЗУ 64 Гб ПЗУ","9 828,72","4,8",80,Teclast official-Global Store
414,"Цифровой графический планшет Huion H610 PRO V2, 8192 уровней, планшет для рисования с безбатарейным стилусом, планшет с OTG ПК/Android, инструменты для рис...","3 502,30","5,0",88,HUION Official Store
415,"2 шт., детский планшет с четырёхъядерным процессором, 7 дюймов","3 169,51","4,6",19,BDF BDF Tablet Global Store Store
416,"Teclast M40S планшет на Android 11, восемь ядер, экран 10,1 дюйма, 4 Гб + 128 ГБ","11 145,14",,4,Teclast Official Store
417,"Планшет с 10,1-дюймовым дисплеем, ОЗУ 8 Гб, ПЗУ 10,0 ГБ, 2-мя слотами для SIM-карт","5 643,33",,,Gifts Tablet Pc Store
418,"7 ""Детские планшеты ПК Android 6,0 4 ядра 1 ГБ/8 ГБ Поддержка 32 Гб TFCard Bluetooth Wi-Fi простой TabTablet","3 512,11",,,SZ BDF TabletS Store
419,"HUION Kamvas 24-дюймовый планшет-монитор 23,8 дюймов QHD экран 120% sRGB Антибликовая стеклянная пленка-ручка дисплей с подставкой поддержка ПК Android","53 525,14",,1,HUION Store
